chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group	probality
chr21	45773189	46073189	8.35559	2.4439	8.63498	4.2034	4.68604	3.78478	3.06405	3.38984	4.55448	5.01437	Hub	0.519487633217215
chr21	46301141	46601141	7.24676	16.7356	2.12372	19.9713	10.2442	10.1771	14.8185	12.8499	3.6063	9.19276	Hub	0.664869046835441
chr22	16594794	16894794	10.1127	7.968	2.21855	11.1045	10.5914	7.10253	5.63213	7.50821	1.87521	8.82436	Hub	0.9344542240193
chr22	31203149	31503149	5.30177	14.7509	7.33725	4.28775	11.973	5.45904	1.33573	7.89694	4.77553	4.54082	Hub	0.951449825010436
chr22	31160360	31460360	5.84709	14.9221	7.42108	4.10233	10.7044	5.7068	4.06643	8.50722	4.45966	4.6758	Hub	0.947608473985751
chr22	25980898	26280898	4.05358	3.05615	13.4973	2.18366	5.37713	3.17617	0.959402	3.3545	4.73598	3.90098	Hub	0.861146964822143
chr22	28267988	28567988	8.10716	10.589	3.62947	15.0764	8.46776	8.12817	10.3444	9.94389	2.29024	6.93465	Hub	0.795120535036716
chr22	34399562	34699562	3.72033	7.93957	1.99951	6.79451	8.95902	8.7437	4.42649	6.56493	2.21493	11.8327	Hub	0.514085234992012
chr22	38579812	38879812	5.32601	2.19608	13.1688	2.86885	3.5985	3.19695	3.6901	3.17101	3.19778	5.18589	Hub	0.712172718519897
chr22	34427507	34727507	3.51432	10.8179	1.74498	7.12397	10.5935	10.3141	4.75055	7.56665	2.11578	12.5807	Hub	0.634737459559047
chr22	34502153	34802153	6.53784	12.3091	2.00379	5.70347	11.1737	12.5116	8.50221	9.65166	2.25394	13.665	Hub	0.910181622177656
chr22	37504017	37804017	9.25235	6.47673	10.1774	4.79786	5.77785	7.5788	9.39308	7.89286	3.6659	5.1307	Hub	0.823795987909639
chr22	34328625	34628625	6.02887	9.28579	3.35903	7.06508	8.91402	8.77987	5.85398	8.01927	2.90574	9.9907	Hub	0.866229952272646
chr22	42974460	43274460	3.52643	7.6903	6.60977	4.11506	8.89098	4.38416	2.70166	5.8364	3.1398	3.6601	Hub	0.862848143534729
chr22	44936348	45236348	7.01651	4.32219	5.98997	11.4348	4.70532	4.66115	7.48009	5.96552	3.59493	5.39917	nonHub	0.312812091157061
chr22	42864652	43164652	3.19924	6.32877	6.81045	4.13814	8.34561	3.95944	1.69928	5.26417	3.07912	3.70783	Hub	0.695284623933084
chr22	16796228	17096228	6.53178	11.2107	4.39122	5.8117	10.7173	8.52134	7.88545	9.14604	3.25033	6.19264	Hub	0.895203121658803
chr22	17842456	18142456	9.62801	3.74056	12.9846	3.83176	5.8775	5.05356	5.38473	5.22204	3.43672	4.5192	Hub	0.903481838438727
chr22	17835517	18135517	9.77343	3.77044	12.1788	4.50182	5.8625	5.05048	5.40099	5.24379	3.35274	4.61763	Hub	0.896128397937991
chr22	21339524	21639524	13.0817	0.903069	8.92683	1.13321	2.23025	1.38111	0.418141	2.032	1.98683	3.08961	nonHub	0.150826184157486
chr22	24152392	24452392	4.80492	2.08602	5.22272	4.76682	3.10081	2.96843	3.33932	3.77857	2.92958	4.73844	nonHub	0.474941161085259
chr22	25604886	25904886	1.93287	1.70191	12.4847	1.72131	3.61672	2.2521	0.68761	2.18695	3.83386	3.96809	Hub	0.549802929881101
chr22	26257947	26557947	4.6292	3.1837	13.1902	4.74852	5.49927	3.81325	2.95719	4.52885	4.62599	4.65492	Hub	0.886589100402719
chr22	27649279	27949279	6.12582	4.14435	6.45436	4.99442	6.89807	5.09588	2.57505	4.23662	3.06883	5.73625	Hub	0.642211657523035
chr22	27460031	27760031	5.04728	7.36231	3.8326	6.49608	6.82039	7.83271	10.0122	7.98121	2.86565	7.66623	Hub	0.79592329427946
chr22	27951674	28251674	7.92539	5.37614	7.68417	12.7622	4.78997	5.79374	8.53822	7.15618	2.82068	8.27326	nonHub	0.330510309923684
chr22	28575752	28875752	3.23559	4.95704	3.3829	6.12524	7.21736	4.72809	2.84685	4.32225	2.81417	8.31875	Hub	0.706786153060709
chr22	28759654	29059654	10.7974	26.5593	4.00881	7.68262	14.8215	10.1394	7.71471	15.4351	3.15172	5.6751	Hub	0.982987937331706
chr22	29783554	30083554	15.9114	14.1211	3.25747	12.7821	11.2375	12.9017	15.872	14.3694	2.5942	7.06068	Hub	0.862492784792893
chr22	34149943	34449943	9.83402	8.78214	7.50368	4.21533	10.4419	6.81861	4.36261	8.00432	3.92977	4.86298	Hub	0.923182344877899
chr22	34643815	34943815	10.1855	11.0263	6.21452	3.85006	9.47922	9.19997	5.8563	8.43654	2.98376	7.77436	Hub	0.913657430946544
chr22	35204191	35504191	5.41083	3.75513	11.4978	5.8117	4.03405	4.53574	6.62638	5.53329	3.48873	5.01884	Hub	0.796583816845331
chr22	37427274	37727274	12.3546	6.80691	8.86075	7.9516	6.1818	7.51032	10.2259	7.95674	3.2162	6.49094	Hub	0.685666947863429
chr22	37203657	37503657	7.41642	9.41334	3.09716	12.9142	6.15447	9.2723	16.1705	10.5691	2.37151	8.82585	nonHub	0.345438969209647
chr22	38301077	38601077	3.39313	2.14798	15.4999	2.06589	3.87869	2.01127	0.631858	2.40714	4.46183	3.77793	Hub	0.802188572386813
chr22	38394657	38694657	2.50244	2.07801	14.6702	1.83511	3.17795	2.0205	0.890874	2.10676	3.96173	3.48187	Hub	0.70588886894779
chr22	38172921	38472921	12.185	6.74277	15.2937	5.95335	7.48523	6.78168	9.82516	9.23847	4.18604	7.26875	Hub	0.915474818749786
chr22	39440241	39740241	2.26007	6.02337	3.13999	9.84241	5.01872	5.74604	9.20724	7.67267	2.29728	5.95549	Hub	0.625029595335082
chr22	39330471	39630471	5.03517	9.42865	3.16569	7.73434	7.99685	8.33283	10.8659	9.38526	2.72586	7.89964	Hub	0.848586418112105
chr22	39289141	39589141	4.76856	9.89513	3.15712	7.22105	9.18403	9.14149	10.9692	9.57691	2.87323	9.7722	Hub	0.854208435695739
chr22	40465881	40765881	8.84638	3.32073	8.33823	6.2462	5.49499	5.16743	6.31626	5.48436	2.93391	5.93834	Hub	0.794999528019972
chr22	40265210	40565210	11.1246	13.0322	4.8501	11.8733	8.32686	10.9596	17.4028	13.2603	2.63808	7.38583	nonHub	0.499117348093852
chr22	42568784	42868784	11.2398	5.36448	4.30923	9.11664	7.07539	5.16589	5.91206	6.10824	2.99514	6.27989	Hub	0.863588338508405
chr22	42636421	42936421	7.64667	4.98182	3.85035	9.63709	6.98003	4.71117	5.07461	5.9995	2.935	5.98905	Hub	0.930085331166543
chr22	42346735	42646735	7.68302	4.24056	6.5443	2.66114	4.96997	3.86711	3.45664	3.85876	2.74374	3.56837	Hub	0.54171121570609
chr22	43193099	43493099	9.77949	11.7406	6.92303	4.95065	10.705	6.32464	4.95962	8.06548	4.5263	4.73471	Hub	0.903942903676415
chr22	42996018	43296018	3.50826	7.78141	6.56755	3.8421	8.97831	4.45033	2.70979	5.87038	3.11705	3.5721	Hub	0.874776997519445
chr22	43040364	43340364	3.41131	10.9782	6.39807	3.44341	9.28903	5.14281	3.33235	6.92104	3.57975	3.36404	Hub	0.739934726806472
chr22	44493302	44793302	12.7788	5.85646	8.57318	7.81313	9.43743	5.17205	2.74812	5.42592	3.64911	8.89073	Hub	0.795155871906096
chr22	44408665	44708665	6.02281	5.4585	6.38706	9.41188	8.53097	6.24924	3.66455	5.26417	3.32619	10.6999	Hub	0.888957844082323
chr22	45738902	46038902	3.12653	2.6662	2.27607	5.42335	5.23141	2.43445	1.1406	2.83665	3.24221	4.94651	nonHub	0.352801135118625
chr3	50033455	50333455	19.9347	14.9914	4.66349	14.7787	13.6585	12.5	16.1066	14.3735	2.27561	8.20391	Hub	0.91006057568197
chr3	58432945	58732945	11.1004	3.19026	7.44372	3.07575	4.7005	3.80094	2.83291	4.13876	3.62852	3.61536	nonHub	0.290762227461124
chr3	142446036	142746036	8.91909	25.6176	1.89733	10.5387	13.689	12.5823	9.10735	15.7789	3.1463	4.82644	Hub	0.968112750824053
chr3	142598460	142898460	5.82286	15.9207	2.04968	9.78034	9.461	7.83271	5.51482	9.90855	3.00868	4.62285	Hub	0.843825377383112
chr3	15552660	15852660	3.04776	9.75227	1.35034	9.29251	6.72449	7.7373	7.46034	7.10453	2.38668	4.1769	nonHub	0.264175470857922
chr3	12478481	12778481	6.19247	9.85139	3.51934	8.50229	8.58026	8.75294	10.2828	9.07808	2.60124	9.46123	Hub	0.858296698529818
chr3	15508561	15808561	2.79328	8.44322	2.19959	9.19781	6.15876	5.91839	4.54845	5.58087	2.51834	4.12172	Hub	0.721747756716727
chr3	15722838	16022838	1.8541	7.38636	2.26138	5.85547	5.94232	7.2718	6.68213	5.77387	2.93879	3.92335	Hub	0.517516746128371
chr3	32452806	32752806	4.5262	4.10791	3.2801	5.67323	4.57192	4.91352	7.58114	5.09156	2.33034	5.56323	Hub	0.626687062635496
chr3	38675457	38975457	3.56885	2.34259	5.92022	1.1539	2.95509	1.49037	0.447179	1.82812	2.47554	2.45797	nonHub	0.481089727967947
chr3	45083555	45383555	4.78068	13.4389	6.69726	4.54081	11.328	6.90786	5.90044	9.22759	4.07172	3.31482	Hub	0.860481898612156
chr3	47101034	47401034	4.02329	6.92353	2.95583	8.34472	5.91018	6.51007	11.0935	7.57209	2.42244	8.64613	Hub	0.8893958130314
chr3	46986028	47286028	3.72033	6.19101	2.57587	9.2384	6.72128	5.82606	8.72638	6.41677	2.12282	9.43214	Hub	0.829984883377127
chr3	52256405	52556405	10.2158	8.21873	4.52154	13.3726	7.74559	8.92836	15.3307	11.6742	1.60106	7.95259	Hub	0.72090547368142
chr3	51219457	51519457	5.73803	3.96213	3.65823	6.62978	3.05956	3.63321	6.27212	4.87544	3.10892	4.44537	nonHub	0.429526570951768
chr3	63929478	64229478	7.51942	10.8397	1.95056	11.1579	10.5989	10.3172	6.17107	8.65809	2.33034	8.8706	Hub	0.941405608323266
chr3	59476766	59776766	3.42343	6.10792	5.39831	1.84545	5.82714	3.51856	0.759624	3.86964	3.2991	2.58325	Hub	0.766737274341654
chr3	65833316	66133316	3.10835	5.20996	2.41557	2.80677	8.06435	7.29257	5.41958	5.37835	2.49505	6.98462	nonHub	0.430794191244656
chr3	71293802	71593802	2.64786	8.86742	2.46146	4.47476	9.13796	8.64829	2.92467	7.02569	2.4089	5.05538	nonHub	0.263937890352896
chr3	114045662	114345662	3.94452	3.3907	6.0897	2.62135	3.18385	3.71938	4.85625	3.94303	3.00164	2.97327	nonHub	0.252569792423354
chr3	124700536	125000536	9.50077	27.1066	2.09863	25.0151	18.0027	10.0794	6.66355	16.1568	2.85535	7.03682	Hub	0.980379157925074
chr3	120402084	120702084	4.58679	7.37834	2.07599	9.96337	5.8475	8.41285	12.7963	8.88236	2.47337	4.82048	Hub	0.568961543931645
chr3	124611607	124911607	8.62825	10.925	7.10842	16.8971	10.226	7.60188	6.64845	10.1192	2.65109	6.69452	Hub	0.897919464147025
chr3	130839300	131139300	4.19294	2.74128	3.13754	4.17316	4.9239	4.26798	2.88169	3.55974	3.19398	5.95326	Hub	0.53688902541121
chr3	128687394	128987394	10.852	11.3135	5.36405	8.63678	11.3559	7.42876	7.18274	9.61633	2.58661	6.20233	Hub	0.951085622304044
chr3	129855297	130155297	7.20435	5.26754	4.99572	9.14131	5.78964	6.02149	7.12234	6.67638	3.79811	12.9774	Hub	0.775964619622866
chr3	137134395	137434395	2.7751	5.71579	1.88999	5.81886	5.56731	6.42621	8.78562	5.8296	3.13872	8.73189	Hub	0.708724511967702
chr3	135177128	135477128	4.65344	3.58021	3.78794	5.15756	6.73949	4.80734	3.50658	4.03954	3.22866	5.83618	Hub	0.641021354092864
chr3	140363405	140663405	4.72615	5.23838	5.59349	4.32595	4.69086	3.82941	5.41842	4.82379	2.67547	4.07175	Hub	0.515061375607986
chr3	172949446	173249446	3.98693	11.8988	2.92646	2.71685	8.7908	8.58059	6.95741	8.08043	2.78492	4.56841	Hub	0.792823817956096
chr3	171906975	172206975	4.24142	12.9724	3.64477	2.7829	7.42148	6.76398	4.60304	7.08822	3.49361	2.94643	Hub	0.577535905985828
chr3	172854587	173154587	4.01723	7.55327	2.59851	4.00206	7.03629	6.08612	3.27428	5.07796	2.59528	3.68844	Hub	0.540809122124342
chr3	171770485	172070485	4.54437	14.2224	4.31963	2.69377	8.50579	6.35542	2.52627	6.96045	3.30506	2.86961	Hub	0.805651272131491
chr3	189698853	189998853	1.87834	5.69684	1.11601	5.80454	8.69544	5.91916	1.11156	4.03274	1.88551	9.52611	nonHub	0.313968227870023
chr3	187588672	187888672	5.33207	1.5627	7.78023	2.5935	2.6674	3.417	4.35564	3.37217	2.52593	3.17984	nonHub	0.174736420485159
chr3	194777298	195077298	4.15053	1.86226	7.02154	3.69329	2.8533	2.52678	3.11167	2.75238	2.40727	3.7481	nonHub	0.26601010212736
chr3	194904970	195204970	3.99905	1.16911	11.7493	1.65924	2.43222	1.77121	0.800276	1.9355	3.40637	3.39089	nonHub	0.41847725626447
chr3	194831372	195131372	3.70215	1.2675	8.70045	3.15692	2.57847	1.58501	0.565652	1.90016	2.74265	3.3618	nonHub	0.342352966446863
chr3	197991249	198291249	8.05869	3.59843	5.51334	8.6137	4.02173	4.69962	8.20835	5.29815	3.22378	6.53866	nonHub	0.367500648741509
chr3	195791761	196091761	6.6469	5.88416	10.0129	6.46027	5.94929	5.61985	7.43827	6.36648	4.14541	4.58035	Hub	0.845390412390413
chr3	194825284	195125284	3.71427	1.31925	8.55605	3.24048	2.64651	1.63425	0.57146	1.91647	2.66084	3.35062	nonHub	0.342184100366732
chr3	8817202	9117202	4.59285	3.89945	4.46525	2.63249	5.09212	3.82864	2.19408	3.91857	2.55681	2.6705	Hub	0.693413102469443
chr3	9673239	9973239	7.90115	10.519	3.23483	14.3426	7.60041	10.1717	16.0892	12.3293	2.09085	5.59605	Hub	0.522366829379437
chr3	11052022	11352022	8.08293	12.1809	4.11222	7.43194	10.7837	8.8268	6.30348	8.73149	3.1929	5.49686	Hub	0.923135826558432
chr3	12102808	12402808	6.02281	5.37614	5.36711	2.66273	5.9434	4.4865	2.85149	3.95934	2.7096	3.3618	Hub	0.597965653863734
chr3	12230479	12530479	3.57491	5.55107	4.07306	4.53843	6.47752	5.83375	4.52638	4.88088	2.58553	3.90694	Hub	0.723660314123494
chr3	13164083	13464083	3.28407	1.13558	10.4711	1.85023	2.99045	1.55577	0.662057	2.22908	3.41396	3.31557	Hub	0.627535298401022
chr3	14238688	14538688	9.5856	10.6969	8.00661	9.10709	13.6135	6.29464	3.87013	8.75731	3.45405	5.6997	Hub	0.958909006070259
chr3	14272461	14572461	10.755	7.88563	9.12629	8.87552	11.6998	5.57369	3.80625	7.91325	3.1761	5.61245	Hub	0.946417816049805
chr3	16008195	16308195	7.21041	23.9273	2.58933	7.50038	12.4975	10.0209	9.68578	13.7959	4.11127	3.33794	Hub	0.858849429716414
chr3	16192581	16492581	6.5136	10.46	2.1641	13.2683	11.1437	8.06892	7.35232	8.46101	2.64296	7.2061	Hub	0.824002797247842
chr3	27518237	27818237	4.31413	5.78649	6.21329	2.36272	6.19305	5.78913	2.60409	4.37254	2.98268	2.9949	Hub	0.504179817630317
chr3	30472905	30772905	3.70215	8.67937	2.16716	5.55864	7.71077	6.25847	3.97234	4.9801	2.34226	4.07399	Hub	0.566203519369474
chr3	44552192	44852192	1.59356	2.96358	2.04907	7.97786	2.04488	5.2136	10.4466	4.82515	7.32043	2.97626	nonHub	0.0638303951150765
chr3	45102655	45402655	4.57467	13.0949	6.83309	4.13018	10.8089	6.75167	5.88302	9.00197	4.07064	3.29842	Hub	0.903887926857357
chr3	45236218	45536218	4.69585	5.16185	6.03647	5.80931	5.36695	4.59191	5.91089	5.61757	3.24166	3.86742	Hub	0.871461879757778
chr3	46373970	46673970	8.96756	8.23841	10.0214	3.98694	8.20364	4.55113	2.17434	6.23328	4.21368	3.0911	Hub	0.785446116700149
chr3	46514907	46814907	7.28312	6.65239	8.42512	4.79308	7.4354	4.41648	2.86427	5.78339	3.64965	3.14256	Hub	0.824063128285173
chr3	47758887	48058887	6.25912	7.81129	1.66483	16.3886	7.28379	6.51161	8.52195	7.60199	2.39752	14.9417	Hub	0.692163902003899
chr3	47268765	47568765	8.79185	7.94759	3.67842	10.4194	6.51877	6.92248	11.1806	8.62955	2.71177	7.91605	Hub	0.73992327648721
chr3	47683706	47983706	4.95034	6.45486	1.64464	18.1999	5.13819	5.26977	8.30592	7.01618	2.37639	9.91165	Hub	0.786194595179738
chr3	47664149	47964149	5.02911	6.40895	1.62445	18.3694	4.99944	5.20513	8.3396	7.00259	2.32925	9.38964	Hub	0.737689885640808
chr3	47342381	47642381	7.71938	6.16259	4.87457	11.3664	5.90857	5.80298	8.52079	7.02433	2.88949	7.99137	Hub	0.674226552128501
chr3	48387989	48687989	17.311	17.2159	3.11858	17.4598	10.541	11.6175	17.9092	14.784	2.22468	6.05542	Hub	0.875966708690145
chr3	49375835	49675835	4.88975	6.40384	6.31302	7.14068	7.16272	7.18178	8.8646	7.81403	2.9583	10.8722	Hub	0.928499203929673
chr3	49420558	49720558	8.04657	6.97455	6.89917	6.88762	6.92271	8.56058	12.8544	9.67885	2.81905	5.95773	Hub	0.716585835881357
chr3	52026682	52326682	12.7848	13.7647	3.0115	11.313	11.9227	10.6826	16.2297	14.0025	1.86275	6.8996	Hub	0.662209823279084
chr3	55077839	55377839	1.89046	11.6604	3.05127	2.45583	9.14064	5.67833	1.66444	6.569	3.70654	2.44529	Hub	0.532556466547825
chr3	55128544	55428544	1.95105	11.7938	2.90566	2.45424	9.24242	5.78989	1.68883	6.55405	3.89997	2.44156	nonHub	0.353333917192478
chr3	57966191	58266191	10.0522	8.80328	4.58028	14.3864	11.0205	8.22665	7.59391	8.84974	2.68143	10.8655	Hub	0.908704599316562
chr3	59224853	59524853	1.86622	2.19098	4.76689	1.63695	4.25263	2.83224	0.649281	2.52131	3.09537	2.60562	nonHub	0.289169391382059
chr3	64121129	64421129	3.79304	12.6451	2.66948	6.4555	11.4491	12.6377	6.55669	9.79846	2.54543	7.16434	Hub	0.846335780916552
chr3	66402211	66702211	5.22906	7.74132	3.62702	8.5564	9.9603	7.59727	4.47179	6.33114	2.70581	6.12552	Hub	0.8417306895693
chr3	69674355	69974355	3.22953	5.23401	4.49523	2.08976	5.61606	6.24231	4.01997	4.73545	2.53568	3.26262	Hub	0.519736707050154
chr3	101306197	101606197	3.01746	6.70414	2.17144	6.45948	5.8925	7.58726	8.40464	6.60434	2.78654	4.56916	Hub	0.666062468171509
chr3	101238682	101538682	4.13235	9.09556	2.61931	4.36653	7.88649	7.76269	4.59375	6.60027	2.72586	3.93304	Hub	0.532140481939843
chr3	103221297	103521297	3.56279	2.95338	2.85854	1.25497	4.24245	3.69091	0.879259	2.82305	2.57469	2.04781	nonHub	0.486826000314917
chr3	112913789	113213789	5.46537	6.36157	4.15015	4.45725	6.77806	6.57086	5.7959	5.62708	2.46958	3.83386	Hub	0.899506144594038
chr3	113445160	113745160	2.24189	3.99785	5.11197	1.78736	2.91759	3.70015	2.15924	3.45236	2.30541	2.18353	nonHub	0.0939095181419437
chr3	121848188	122148188	2.11465	3.35426	2.7839	2.34442	3.37403	3.87557	3.67964	3.29062	2.40727	2.41397	nonHub	0.316083435836532
chr3	124994634	125294634	3.75668	5.79815	7.03133	9.91642	7.12843	7.27488	7.46382	6.36784	4.36647	5.40141	Hub	0.683264915390762
chr3	126055879	126355879	5.44113	14.6102	4.62494	12.9213	14.2038	10.4318	7.25127	10.5148	3.05582	8.66925	Hub	0.866774796154976
chr3	126114082	126414082	5.54414	13.7851	5.16337	12.0094	13.9547	9.31077	5.18728	9.58914	3.11055	8.04879	Hub	0.852947848868901
chr3	126474078	126774078	2.41155	5.32147	2.18857	8.05664	5.62731	5.54445	6.2396	5.30087	2.80605	7.55287	Hub	0.673307996475192
chr3	127189918	127489918	7.36189	2.25877	7.39844	2.65557	3.64029	2.75376	2.52046	3.18596	3.23787	3.18357	nonHub	0.334905351101101
chr3	128290126	128590126	2.07829	0.357146	7.5826	1.08308	1.04039	0.762496	0.368197	1.18658	2.84126	3.12839	nonHub	0.0599791931154886
chr3	129312798	129612798	6.05311	3.50149	4.05654	4.84401	7.37058	4.18027	3.48684	4.82787	1.91422	6.47378	Hub	0.834670609646881
chr3	129087015	129387015	8.58584	5.83605	8.36148	7.25209	5.68517	6.06458	7.59624	6.73754	2.9648	6.11508	Hub	0.656560210468697
chr3	130292590	130592590	7.73755	12.1284	3.53524	13.2596	8.01667	11.3282	18.3099	13.2821	2.3493	8.59766	Hub	0.703518113647867
chr3	133786860	134086860	2.81145	4.52336	2.75575	4.48192	3.0317	4.75733	6.19082	4.30322	2.03884	2.75402	nonHub	0.292621614937653
chr3	133566502	133866502	3.38707	7.13636	1.94995	7.28313	5.28284	6.27386	7.53351	5.80106	2.04047	3.30513	Hub	0.544548649807293
chr3	138046076	138346076	5.39872	4.13269	3.6466	3.73865	4.61318	5.03201	4.56006	4.11157	2.97347	5.47151	nonHub	0.398910571434007
chr3	137992181	138292181	4.90792	5.33241	3.32477	4.33629	5.62785	6.42467	6.51952	5.12282	3.16581	6.13447	Hub	0.757102846703018
chr3	137490461	137790461	2.10253	7.46508	1.39317	8.23172	5.40499	3.51164	1.01399	3.71877	3.42263	3.59895	nonHub	0.185675972953552
chr3	137526012	137826012	1.84199	7.78359	1.39868	8.39804	5.85071	3.69091	0.995409	3.72692	3.3316	3.80552	nonHub	0.350056761097911
chr3	143327085	143627085	2.83569	2.6939	1.69481	7.25925	3.03116	3.16309	3.57162	3.17237	2.92254	3.11198	nonHub	0.298172146018846
chr3	142653776	142953776	6.42271	5.94757	2.32379	5.42733	5.88446	6.16922	6.78434	6.27678	2.71448	4.46625	Hub	0.847303380084715
chr3	150089183	150389183	3.62338	6.67425	2.52019	6.75392	6.15072	6.47468	7.12234	5.54689	2.10494	3.45726	Hub	0.642671945479125
chr3	150012819	150312819	3.31436	5.3929	3.47651	5.00874	5.24427	5.09203	4.67622	4.32905	2.04859	2.99714	Hub	0.616205955863732
chr3	151212935	151512935	6.29547	7.04015	3.70473	1.742	8.25614	7.11253	2.61803	5.16903	2.86023	2.67498	Hub	0.576089152440932
chr3	151300503	151600503	6.40454	6.98475	3.0011	1.78179	7.75363	7.40183	3.2406	5.35524	2.46796	2.67945	Hub	0.591576420205925
chr3	157595084	157895084	5.52596	4.11884	4.61882	2.86964	4.7455	7.37721	8.08639	5.14592	1.71917	4.81153	nonHub	0.491399671122966
chr3	170204760	170504760	3.78698	3.73254	2.26077	2.1399	3.8444	5.1205	4.78191	4.01643	1.32636	1.8032	nonHub	0.289920903680844
chr3	171477899	171777899	5.12605	8.14657	3.36699	8.13542	6.41216	6.81476	6.6589	6.88706	2.5579	4.73397	Hub	0.727276788240483
chr3	172508660	172808660	2.46002	3.57146	4.72345	2.29826	4.70479	4.77426	4.69364	3.7011	2.38614	3.45875	nonHub	0.302549517499104
chr3	172468293	172768293	2.46608	3.91111	4.56253	2.25369	5.23623	5.29823	4.78888	3.90633	2.38072	3.75332	nonHub	0.491931470470086
chr3	173525654	173825654	4.61102	3.20557	4.80482	6.73084	5.0048	3.40623	0.952433	2.71296	3.08075	4.91518	nonHub	0.487205373356325
chr3	173079704	173379704	2.28431	11.6772	2.3244	6.59874	10.826	8.76986	4.79701	7.72432	2.55844	14.3958	Hub	0.698548942169528
chr3	173674309	173974309	6.21064	5.99859	3.10512	3.43306	6.61092	6.22385	5.71808	4.94068	2.87161	3.96213	Hub	0.862684875714153
chr3	178439392	178739392	1.62386	6.23693	3.19995	2.53859	6.63234	4.29953	1.29856	3.96342	3.32348	3.00161	nonHub	0.293982507474032
chr3	185283482	185583482	13.7967	13.9629	7.67989	14.5408	7.9106	14.4528	25.9619	15.9801	2.73236	9.14429	Hub	0.656412127060265
chr3	186761922	187061922	5.2533	10.7647	2.29075	10.5586	11.0173	8.83526	8.10265	8.29111	2.64459	17.8285	Hub	0.912435576254056
chr3	188346533	188646533	5.45325	5.25879	6.37727	3.29858	5.63428	4.93661	2.47981	4.19856	3.75639	2.72792	Hub	0.709734275475852
chr3	188937235	189237235	8.2647	7.68155	7.09863	2.08101	6.33501	8.10047	7.08634	7.43345	3.17719	4.1426	Hub	0.739724314504943
chr3	189264250	189564250	2.42367	14.0045	2.42413	8.43544	12.8966	10.3387	5.59148	10.9728	2.42299	14.4808	Hub	0.888995494311477
chr3	191145356	191445356	4.71403	6.23183	2.30727	3.27948	8.36811	9.14688	4.54497	5.63659	2.33413	4.31785	Hub	0.642684500286301
chr3	195637345	195937345	7.82844	14.9083	3.96782	9.52488	10.6037	9.69548	11.8729	11.2175	3.32239	6.90109	Hub	0.97129190958266
chr3	195114184	195414184	2.70845	1.76897	14.2676	1.86535	3.00116	3.36314	2.37528	2.8149	3.99099	3.74661	Hub	0.696385555612001
chr3	196085966	196385966	5.21088	9.16116	9.28292	3.85484	7.43433	4.51035	1.36012	5.86494	3.89509	3.76898	Hub	0.916829350051213
chr3	196292971	196592971	8.73126	15.5971	1.86368	7.43592	10.8893	7.82194	4.71106	9.5905	2.49938	4.95098	Hub	0.872263623795949
chr3	196386002	196686002	6.32577	10.2596	2.15125	6.49688	7.82113	6.6201	6.51255	7.54899	2.45387	6.39026	Hub	0.611728672804349
chr3	197748128	198048128	4.56255	4.60208	5.05446	6.40616	4.75729	5.70834	8.84834	5.94105	2.91387	6.95628	nonHub	0.477068691580262
chr3	197314768	197614768	4.51408	5.54524	5.05017	7.72479	5.87589	4.86351	6.63219	6.02125	3.25087	5.80485	Hub	0.853388370857903
chr3	197667060	197967060	6.59237	5.51025	5.50661	5.29841	4.43746	6.94557	12.7638	7.15074	3.11109	5.71238	nonHub	0.345032128038958
chr3	198219885	198519885	2.92658	2.45337	2.47798	5.69233	4.19048	3.5655	3.47057	3.2512	2.32221	7.61328	Hub	0.617008837705849
chr3	198303855	198603855	1.98135	3.42423	3.83505	4.58936	5.30695	4.55497	3.59602	4.20536	2.92362	7.51782	nonHub	0.293505385441392
chr3	198192437	198492437	4.44743	1.69535	3.3211	5.29921	3.68851	2.60449	1.40542	2.56888	2.50968	7.31946	nonHub	0.477927298751518
chr3	198771411	199071411	3.58703	6.79743	5.59594	11.2947	5.50088	8.38823	13.9741	8.31557	3.40367	8.14723	nonHub	0.497258843672763
chr4	8219181	8519181	10.8096	5.45486	6.97627	7.30382	8.94402	5.17436	4.83883	6.42357	2.8223	5.45063	Hub	0.677440267060229
chr4	109041980	109341980	4.56255	1.4971	5.55005	2.47652	2.96527	4.03561	4.50547	2.75917	2.17321	2.91063	nonHub	0.271267522348993
chr4	109020984	109320984	4.51408	1.54302	5.61797	2.61101	3.10938	4.25028	4.55077	2.75374	2.35905	3.08588	nonHub	0.414195816033447
chr4	979482	1279482	9.43412	14.7895	9.12751	8.58027	11.8616	7.18947	7.60669	9.65166	4.42065	5.87495	Hub	0.966927813721502
chr4	5055099	5355099	3.5022	3.6407	4.43466	3.24048	4.28263	3.38776	2.39502	3.53256	3.76072	4.93756	nonHub	0.450073287766077
chr4	958824	1258824	9.7492	14.6882	9.08897	8.7275	12.0368	7.19563	6.7344	9.41924	4.4071	5.63408	Hub	0.972508271415494
chr4	23943484	24243484	6.28335	3.26752	5.279	4.31242	3.75922	4.5342	4.66925	3.57605	2.69172	6.98238	nonHub	0.256108775735927
chr4	40617484	40917484	5.21088	6.12469	1.81168	4.61084	8.99545	7.66267	4.65879	5.70455	2.65596	5.70642	Hub	0.542652662081311
