chrom	start	end	group	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1
chr1	208509123	208809123	Hub	6.86503	2.1334	5.6039	1.75951	3.6719	3.23234	2.32185	2.99975	2.34713	2.90988
chr1	202244123	202544123	Hub	12.1002	6.72455	6.77313	7.41045	9.4744	6.84169	5.78313	7.21734	2.68576	4.43567
chr1	202099123	202399123	Hub	7.61031	3.96432	6.84961	4.77557	5.32623	4.29106	4.64021	4.64302	3.36628	4.02626
chr1	208544123	208844123	Hub	8.20411	3.44755	4.47688	1.75155	3.99923	3.48471	2.28468	3.28926	2.17971	2.80996
chr1	203219123	203519123	Hub	10.9065	6.14874	6.58591	6.78416	7.35397	6.35465	6.69839	6.54862	2.24581	5.42229
chr1	202204123	202504123	Hub	11.4397	4.23181	7.13229	6.36717	7.40915	5.03278	4.98982	5.77795	2.97022	4.1329
chr1	202319123	202619123	Hub	15.6569	9.72676	6.62751	7.68739	12.542	7.55572	4.12334	8.53576	2.52755	4.37079
chr1	202249123	202549123	Hub	12.1123	6.76463	6.663	7.43194	9.57672	6.87863	5.79242	7.26763	2.65055	4.41628
chr1	202199123	202499123	Hub	11.3731	4.20557	7.076	6.00985	7.21843	4.97969	4.99098	5.71679	3.08508	4.0807
chr1	206324123	206624123	Hub	5.79862	2.5197	4.34105	1.76428	5.83411	3.54318	1.77478	3.16693	2.56873	3.02995
chr1	202134123	202434123	Hub	6.71355	4.12613	7.19837	4.06493	6.20322	4.6927	4.87599	5.02767	3.46489	3.92782
chr1	202294123	202594123	Hub	12.4758	10.2195	5.46011	7.75981	12.7745	8.14355	6.00498	8.80896	2.51564	4.41479
chr1	202339123	202639123	Hub	16.3416	9.68521	6.69482	7.89271	12.3604	7.51648	4.17328	8.41344	2.55735	4.335
chr1	202289123	202589123	Hub	12.4334	10.2151	5.47541	7.75503	12.7386	8.11816	5.99104	8.7709	2.53677	4.43791
chr1	208539123	208839123	Hub	8.22229	3.41621	4.71427	1.74677	3.94941	3.45393	2.28003	3.26615	2.19922	2.84575
chr1	202129123	202429123	Hub	6.66508	3.83312	7.18001	4.06174	5.6616	4.37262	4.62162	4.70554	3.50553	3.88904
chr1	203339123	203639123	Hub	12.4395	17.6627	6.16496	8.50308	12.6834	11.045	11.1946	12.3837	2.62237	6.50436
chr1	203299123	203599123	Hub	12.3607	17.7319	5.5213	9.53523	12.5007	10.6703	11.1411	12.3347	2.42461	6.51629
chr1	202119123	202419123	Hub	6.63479	4.01024	6.99707	4.06015	5.57696	4.41956	4.63324	4.67428	3.49794	3.88009
chr1	202354123	202654123	Hub	16.384	11.8179	6.63118	8.1203	12.3775	10.1356	10.1062	10.8396	2.56061	5.45808
chr1	204274123	204574123	Hub	3.44766	3.88269	8.88645	2.85134	4.89229	6.08997	6.46725	4.58593	2.86998	5.31714
chr1	202264123	202564123	Hub	12.3243	9.39804	6.06278	7.56484	11.0805	7.46416	5.85979	8.13344	2.58986	4.41628
chr1	202239123	202539123	Hub	11.8154	6.29743	6.87103	7.37783	9.09992	6.0715	5.09784	6.76881	2.7199	4.41777
chr1	202259123	202559123	Hub	12.2759	9.17428	6.38155	7.53699	10.6637	7.31412	5.84585	7.95403	2.62129	4.42449
chr1	210559123	210859123	Hub	7.30735	5.01462	6.34851	5.56819	6.33662	6.15152	7.03523	5.41097	2.88353	4.49533
chr1	212674123	212974123	Hub	4.57467	7.95342	1.88693	5.2626	8.94777	9.10687	7.36742	6.83677	2.39806	9.13459
chr1	212719123	213019123	Hub	4.39895	6.14145	1.94445	4.2981	6.81771	7.22871	6.96438	5.78475	2.67493	7.32841
chr1	212794123	213094123	Hub	3.86575	2.94973	2.19286	2.72879	4.49853	4.08178	2.26958	2.97664	3.0439	2.75701
chr1	210469123	210769123	Hub	6.16217	4.44683	4.46403	5.26976	6.19305	5.34748	7.2443	5.00457	2.55519	5.15382
chr1	212714123	213014123	Hub	4.41107	6.3776	1.94322	4.37847	7.20879	7.48031	7.00387	5.91251	2.64513	7.70128
chr1	213664123	213964123	Hub	2.67815	4.55543	2.64317	3.41954	4.28799	4.31338	3.59834	3.41431	2.76216	2.66155
chr1	213639123	213939123	Hub	2.151	4.55033	2.72638	3.40203	4.18138	4.25952	3.58324	3.34906	2.71556	2.68169
chr1	212799123	213099123	Hub	3.91422	2.82437	2.20326	2.71287	4.43585	4.0687	2.25448	2.92635	3.03144	2.73836
chr1	213624123	213924123	Hub	2.12071	4.52409	2.78267	3.39805	4.05012	4.24259	3.58324	3.31916	2.72532	2.64813
chr1	212744123	213044123	Hub	4.37472	5.79524	2.03316	3.85802	6.07197	6.88709	6.86333	5.63795	2.73128	6.20681
chr1	212639123	212939123	Hub	4.64132	9.01538	1.83248	6.35045	10.1146	9.95862	7.51377	7.32064	2.3065	9.91315
chr1	213654123	213954123	Hub	2.65997	4.56418	2.69763	3.41715	4.25156	4.30106	3.59602	3.40887	2.75512	2.6787
chr1	212769123	213069123	Hub	4.43531	5.30981	2.02949	3.33677	5.06533	6.1369	6.75298	5.28592	2.87702	4.60645
chr1	212624123	212924123	Hub	4.73221	9.65606	1.79271	7.43512	10.5625	10.2202	7.55675	7.53268	2.29783	10.1525
chr1	214854123	215154123	Hub	2.53273	1.6108	2.53488	1.11093	2.44882	2.28518	0.984955	1.66502	1.2971	1.85988
chr1	215809123	216109123	Hub	1.1876	1.80541	1.61588	1.99904	1.55523	1.90047	2.11858	1.87026	1.56042	2.14774
chr1	212764123	213064123	Hub	4.44137	5.45559	2.04051	3.4267	5.38463	6.39543	6.78783	5.37019	2.82338	4.948
chr1	212709123	213009123	Hub	4.41713	6.46944	1.93833	4.43258	7.41237	7.57187	7.01432	5.98455	2.63754	7.91083
chr1	212614123	212914123	Hub	4.7928	10.1131	1.75294	8.27946	10.9552	10.4133	7.5823	7.655	2.31029	10.2965
chr1	212704123	213004123	Hub	4.44743	6.55909	1.89795	4.55752	7.61702	7.66267	7.02942	6.02125	2.60395	8.15245
chr1	214864123	215164123	Hub	2.56303	1.59331	2.61809	1.09581	2.4574	2.29134	0.980309	1.67861	1.30252	1.87032
chr1	212594123	212894123	Hub	3.44161	10.1327	1.71256	9.61242	10.9482	10.3333	7.5823	7.64141	2.29837	10.468
chr1	210569123	210869123	Hub	7.39218	4.99202	6.58835	5.73849	6.32698	6.14075	7.02826	5.43407	2.8586	4.40808
chr1	210544123	210844123	Hub	6.19247	4.54013	5.27595	5.20371	6.12822	5.03817	4.70874	4.63079	2.76541	4.42672
chr1	212644123	212944123	Hub	4.65344	8.86523	1.84043	5.99951	9.91155	9.90245	7.49286	7.27171	2.29187	9.81396
chr1	212784123	213084123	Hub	4.4656	5.22964	2.08762	2.92137	4.92926	6.13152	6.73208	5.28592	2.90574	3.54526
chr1	221224123	221524123	Hub	9.68255	1.3331	9.53867	1.92742	3.03759	2.76453	1.38567	2.27802	3.50661	3.0829
chr1	218964123	219264123	Hub	9.1554	4.21213	5.52864	2.79484	4.69032	5.45135	5.70182	4.69467	2.90628	2.85321
chr1	221179123	221479123	Hub	9.62195	1.41765	8.45877	2.0826	3.12331	2.87148	1.40426	2.29297	3.25629	3.18506
chr1	218919123	219219123	Hub	10.9247	4.21505	6.12213	2.84577	4.67961	5.58061	5.93064	4.69467	2.97672	2.93524
chr1	221234123	221534123	Hub	9.67043	1.32654	9.79687	1.87569	3.01295	2.76684	1.38451	2.26171	3.58301	3.08513
chr1	218904123	219204123	Hub	10.9429	4.18371	6.25979	2.83861	4.57032	5.53752	5.92367	4.68923	2.94096	2.92629
chr1	218994123	219294123	Hub	8.30712	4.06782	5.31633	2.75505	4.73854	4.88275	4.54148	4.35623	2.95396	2.84501
chr1	218909123	219209123	Hub	10.9429	4.20995	6.24205	2.85054	4.64318	5.56215	5.92135	4.70826	2.96859	2.93599
chr1	218979123	219279123	Hub	8.38588	4.21724	5.50539	2.80598	4.75568	5.50521	5.67279	4.70826	2.91387	2.90243
chr1	221214123	221514123	Hub	9.72496	1.37173	9.4212	1.95845	3.15438	2.83993	1.40658	2.30928	3.42209	3.16418
chr1	218869123	219169123	Hub	10.8096	3.89435	6.20656	2.76539	4.09137	5.13127	5.85166	4.46497	2.78708	2.87111
chr1	232654123	232954123	Hub	5.93192	20.2254	3.27582	3.58506	12.587	12.7324	10.5174	14.1465	2.48909	3.72274
chr1	227284123	227584123	Hub	5.21694	6.19174	8.43858	4.44611	6.41591	5.24207	4.86902	5.05078	3.61281	4.2291
chr1	228369123	228669123	Hub	4.77462	2.19754	3.41471	6.13161	3.91565	2.10129	0.853705	2.42617	3.2758	5.07104
chr1	228309123	228609123	Hub	5.33207	4.01024	2.87567	7.66511	7.14825	3.67783	1.18938	3.79896	2.97943	7.95035
chr1	232564123	232864123	Hub	5.66532	16.291	2.73189	4.89813	9.41707	11.369	12.8381	12.8254	2.17917	3.76003
chr1	230669123	230969123	Hub	3.22348	3.57365	4.18747	3.89861	5.85929	4.87967	2.7307	3.5176	2.68306	4.59153
chr1	229419123	229719123	Hub	2.38125	4.69173	2.44249	5.39072	3.86583	7.37336	12.8056	7.04065	2.22631	6.28437
chr1	228304123	228604123	Hub	5.58655	5.34261	2.87873	7.75901	7.93256	4.53266	1.36361	4.33584	2.92416	8.1875
chr1	232619123	232919123	Hub	5.58049	15.3777	3.0268	3.97898	10.0487	10.9373	10.0215	11.6986	2.37801	3.61909
chr1	232559123	232859123	Hub	5.58049	15.8616	2.83407	4.88858	8.88938	11.1697	12.9252	12.665	2.19217	3.72573
chr1	229404123	229704123	Hub	4.07782	4.71505	3.08921	5.43847	3.94512	7.48801	12.9519	7.1453	2.30216	6.3843
chr1	232529123	232829123	Hub	6.28335	15.4724	3.11552	4.81059	8.48758	11.0104	12.9031	12.4693	2.07189	3.73169
chr1	232534123	232834123	Hub	5.53808	15.581	3.05127	4.81616	8.60651	11.0373	12.8892	12.5304	2.07948	3.72051
chr1	228344123	228644123	Hub	4.91398	2.54594	3.38045	6.65206	4.92658	2.44676	0.910619	2.76597	3.11488	6.28064
chr1	232569123	232869123	Hub	5.67138	16.2953	2.70558	4.90688	9.44118	11.3744	12.8218	12.8376	2.21601	3.77569
chr1	232714123	233014123	Hub	3.43555	19.0242	5.11564	3.39805	12.6454	11.7729	8.88086	13.1842	3.20319	3.80627
chr1	228379123	228679123	Hub	4.35048	2.02188	3.44408	5.97802	3.52618	1.86815	0.822345	2.29297	3.3186	4.60645
chr1	228354123	228654123	Hub	4.84733	2.40308	3.37616	6.40696	4.47764	2.31134	0.890874	2.60694	3.19182	5.78174
chr1	232644123	232944123	Hub	5.88951	20.0308	3.14795	3.69011	12.2457	12.4362	10.4652	13.8761	2.4452	3.73095
chr1	227264123	227564123	Hub	5.2533	6.20486	8.49181	4.40871	6.3843	5.20206	4.87135	5.03855	3.55266	4.19405
chr1	232664123	232964123	Hub	5.9804	20.4448	3.38595	3.48877	13.0033	12.9417	10.5616	14.2689	2.55248	3.72871
chr1	232549123	232849123	Hub	5.55625	15.7815	2.98642	4.85277	8.77312	11.152	12.9275	12.6283	2.09898	3.71379
chr1	232599123	232899123	Hub	5.57443	15.0592	2.8304	4.16838	9.49047	10.8612	10.0691	11.5138	2.2962	3.59895
chr1	227254123	227554123	Hub	5.27147	6.23183	8.53953	4.41587	6.43466	5.2336	4.88645	5.0766	3.4974	4.18958
chr1	230684123	230984123	Hub	3.16894	3.30907	4.3337	3.62803	5.51213	4.50804	2.69004	3.37625	2.76758	4.51696
chr1	233584123	233884123	Hub	4.90186	3.79303	4.60047	6.17856	4.45139	4.4311	6.0828	4.73001	2.90086	5.00915
chr1	228359123	228659123	Hub	4.82915	2.32145	3.39574	6.3425	4.30513	2.22286	0.876936	2.53219	3.24979	5.57517
chr1	229394123	229694123	Hub	4.14447	4.71724	3.46978	5.45837	3.98798	7.50724	12.9566	7.17657	2.26369	6.43053
chr1	227524123	227824123	Hub	4.199	3.87029	5.52497	8.09245	4.67479	5.22745	7.42782	5.13913	2.73615	4.90847
chr1	228374123	228674123	Hub	4.42319	2.14652	3.41655	6.0767	3.77958	1.99049	0.83396	2.38131	3.27092	4.87044
chr1	232659123	232959123	Hub	5.9501	20.3573	3.34251	3.53174	12.8415	12.9032	10.5441	14.2471	2.50968	3.73244
chr1	232674123	232974123	Hub	5.94404	20.5082	3.53953	3.34791	13.1768	12.9809	10.5767	14.3232	2.61858	3.72349
chr1	227329123	227629123	Hub	5.0594	6.17206	8.16325	4.4676	6.5402	5.55137	4.99331	5.11738	3.55862	4.34917
chr1	233589123	233889123	Hub	4.92004	3.77044	4.64207	6.16662	4.41656	4.37031	6.07118	4.67156	2.9182	4.98901
chr1	227499123	227799123	Hub	4.13235	4.14945	5.55678	8.30573	4.87943	5.34286	7.45802	5.23427	2.79358	4.46476
chr1	227279123	227579123	Hub	5.18059	6.18956	8.43062	4.43179	6.36287	5.21668	4.86089	5.02495	3.61389	4.19778
chr1	233604123	233904123	Hub	4.86551	3.44609	4.57661	6.15469	4.25906	3.85018	4.56936	4.06536	3.05636	4.8257
chr1	239924123	240224123	Hub	2.89022	2.98545	3.24462	2.3102	2.9208	2.78684	2.24054	2.80403	2.78221	2.52135
chr1	238779123	239079123	Hub	3.39313	3.66038	3.42144	2.82587	5.12587	4.97277	2.87356	3.59916	2.85752	2.85321
chr1	239919123	240219123	Hub	2.85993	2.97014	3.25502	2.27836	2.88169	2.78838	2.2417	2.785	2.71177	2.51539
chr1	235894123	236194123	Hub	3.02352	0.744904	1.51982	0.970871	1.28629	1.16644	0.471571	1.10231	4.26244	1.5504
chr1	244069123	244369123	Hub	3.62338	6.07658	2.34643	3.20626	7.12682	4.45957	1.05348	4.4405	2.75187	3.34018
chr1	244094123	244394123	Hub	3.45372	5.65384	2.33174	3.07177	6.77271	4.49958	1.07904	4.20128	2.71123	3.31855
chr1	244089123	244389123	Hub	3.49614	6.08023	2.33297	3.11077	7.13807	4.73656	1.09414	4.45817	2.72965	3.34764
chr1	2192360	2492360	Hub	11.5851	9.55547	6.57245	7.57518	10.9059	6.40082	7.69845	8.8742	2.26315	6.40294
chr1	5345087	5645087	Hub	2.73874	0.201897	0.760524	0.870601	0.312331	0.387788	0.238108	0.569504	8.71885	1.26105
chr1	6645087	6945087	Hub	6.71961	7.22164	5.24597	5.69233	7.2329	5.6414	4.85625	5.53737	2.91441	5.82648
chr1	6555087	6855087	Hub	7.59819	12.2115	3.17364	10.2753	8.3874	9.34308	15.1669	10.4427	2.60774	7.48277
chr1	6945087	7245087	Hub	5.07152	1.89943	9.52093	1.9505	3.15063	2.04281	0.997732	2.5349	3.82194	3.34316
chr1	6685087	6985087	Hub	5.07152	5.64509	6.66667	4.38245	6.42662	4.78272	3.23711	4.58186	3.15931	5.46927
chr1	6640087	6940087	Hub	6.73173	7.21653	5.01408	5.83717	7.15736	5.57292	4.86554	5.52106	2.90628	5.88017
chr1	6695087	6995087	Hub	5.14423	5.59407	6.86613	4.35301	6.35216	4.73656	3.20575	4.52477	3.06774	5.50208
chr1	6710087	7010087	Hub	4.0354	5.10573	7.33481	4.28377	5.98197	4.43571	3.13374	4.33176	3.04769	5.45137
chr1	6880087	7180087	Hub	4.31413	1.40745	11.2531	2.08021	2.47668	1.92278	1.00005	2.31335	3.88588	3.7399
chr1	6895087	7195087	Hub	4.67162	1.34549	11.2751	1.97039	2.40382	1.92509	0.997732	2.2685	3.89888	3.6079
chr1	6810087	7110087	Hub	5.26541	2.91475	9.27558	3.54846	4.01101	2.91765	1.14292	2.88694	3.52124	4.52889
chr1	6760087	7060087	Hub	5.29571	4.78503	7.62054	4.13655	5.48052	4.31261	3.2255	4.11429	2.96859	5.42676
chr1	6890087	7190087	Hub	4.30201	1.3608	11.31	1.99427	2.41132	1.91201	0.99657	2.28209	3.89563	3.64444
chr1	6850087	7150087	Hub	5.23512	1.97961	10.539	2.66751	3.29689	2.55371	1.11156	2.63005	3.64098	4.06355
chr1	6715087	7015087	Hub	3.21136	5.09188	7.31645	4.28138	5.94715	4.41725	3.12328	4.29778	3.06178	5.44988
chr1	6650087	6950087	Hub	6.74991	7.20268	5.47847	5.38038	7.21254	5.65217	4.85625	5.50883	2.91549	5.78397
chr1	6955087	7255087	Hub	5.10182	2.47305	9.1422	1.96164	3.6644	2.24363	1.02329	2.68442	3.86475	3.3275
chr1	6855087	7155087	Hub	5.18059	1.83675	10.67	2.65318	3.04831	2.22132	1.04768	2.51452	3.67186	4.01731
chr1	6630087	6930087	Hub	6.71355	7.28505	4.6384	6.3234	7.21468	5.56292	4.87019	5.5265	2.8689	5.95475
chr1	6845087	7145087	Hub	5.23512	2.04448	10.4044	2.77017	3.44528	2.61065	1.11388	2.67626	3.61551	4.12022
chr1	6605087	6905087	Hub	7.93751	8.04599	3.51138	8.3296	7.62613	6.17691	6.46377	6.29852	2.72477	6.35819
chr1	6725087	7025087	Hub	3.18712	5.05106	7.33114	4.23602	5.87107	4.35723	3.11051	4.24478	2.98972	5.43348
chr1	7845087	8145087	Hub	6.87715	18.8828	4.76567	6.79292	11.568	10.3464	8.71476	13.3867	3.57759	6.37609
chr1	7835087	8135087	Hub	6.82262	18.6853	4.83909	6.75233	11.313	10.1664	8.69153	13.2005	3.46489	6.39399
chr1	7475087	7775087	Hub	8.78579	2.2748	10.312	2.81791	3.57975	3.07692	4.16515	3.67255	3.40583	3.77345
chr1	7500087	7800087	Hub	8.64643	2.19462	9.81217	3.49832	3.25296	2.96381	4.14889	3.53527	3.36682	3.75034
chr1	7505087	7805087	Hub	8.64037	2.18369	9.65431	3.63599	3.21813	2.95612	4.15005	3.52168	3.3419	3.7399
chr1	7470087	7770087	Hub	8.91303	2.53428	10.3665	2.63329	3.8669	3.28004	4.20581	3.83702	3.31102	3.7921
chr1	7490087	7790087	Hub	8.74943	2.26168	10.0673	3.27391	3.51118	3.05922	4.16167	3.61275	3.27959	3.7481
chr1	7995087	8295087	Hub	3.13259	25.7007	3.66802	4.45964	15.3348	10.9535	6.49978	15.5139	3.85662	5.56995
chr1	8025087	8325087	Hub	3.9021	22.6525	3.97271	4.32277	14.477	8.27897	2.79458	12.6582	3.9639	4.21046
chr1	7495087	7795087	Hub	8.82214	2.21868	9.95228	3.43943	3.36867	2.98612	4.14308	3.56925	3.28718	3.76674
chr1	7910087	8210087	Hub	6.34395	26.3246	3.7653	7.12636	15.3706	11.7745	9.0063	16.8201	3.67674	6.42158
chr1	7530087	7830087	Hub	8.10716	2.19754	9.3796	4.30446	2.94009	2.98228	4.20348	3.51217	3.28718	3.76898
chr1	7820087	8120087	Hub	6.74991	18.0665	4.66471	6.93139	11.1539	9.93708	8.59861	12.7071	3.48656	6.33955
chr1	7985087	8285087	Hub	3.22953	27.0578	3.60744	5.06763	15.8389	11.4628	6.69375	16.0616	3.80081	5.85482
chr1	7415087	7715087	Hub	9.18569	5.19902	9.89966	2.21231	5.74464	2.59757	1.52157	4.34536	3.44051	3.56614
chr1	8045087	8345087	Hub	6.07128	22.1059	4.01371	6.05283	14.5622	8.04815	2.83407	12.7275	3.85445	4.50055
chr1	7455087	7755087	Hub	9.10087	3.47889	10.5244	2.16218	4.56228	3.23003	3.61692	4.12109	3.36628	3.63847
chr1	7815087	8115087	Hub	6.74991	17.0694	4.57967	7.04678	10.5593	9.61853	8.53009	12.2205	3.47518	6.26349
chr1	7940087	8240087	Hub	6.19853	28.3151	3.15284	7.22424	15.9605	12.0114	8.88202	17.41	3.71142	6.43128
chr1	7915087	8215087	Hub	6.3803	27.3873	3.6209	7.16853	15.7457	11.9699	9.04695	17.13	3.73092	6.43799
chr1	7515087	7815087	Hub	8.5616	2.15964	9.54602	3.96386	2.95723	2.95535	4.20929	3.51896	3.32077	3.72349
chr1	7460087	7760087	Hub	9.00392	3.15382	10.5048	2.29348	4.37531	3.26158	3.64596	3.96206	3.3652	3.76078
chr1	7865087	8165087	Hub	6.93774	19.3959	4.40039	6.87568	12.0888	10.5195	8.72986	13.698	3.59167	6.3567
chr1	7975087	8275087	Hub	3.22953	27.2991	3.51199	5.1687	15.8941	11.5552	6.69723	16.0535	3.82845	5.85855
chr1	8000087	8300087	Hub	4.17476	25.5964	3.7757	3.92964	15.3096	10.7519	6.45796	15.4663	3.86583	5.17843
chr1	7830087	8130087	Hub	6.82868	18.7108	4.80788	6.7587	11.3237	10.2125	8.70896	13.2019	3.44972	6.39474
chr1	7560087	7860087	Hub	7.46489	2.18151	9.40958	4.35937	2.77294	3.00536	4.24414	3.43741	3.2292	3.79359
chr1	7670087	7970087	Hub	6.45301	3.42204	7.47737	6.54224	3.70351	4.15641	6.32555	4.92981	3.13276	4.33201
chr1	8040087	8340087	Hub	6.01069	23.2385	4.05898	5.35332	15.0272	8.44286	2.90608	13.0904	3.89888	4.46252
chr1	7390087	7690087	Hub	9.22205	5.30835	9.06144	2.2147	6.00875	2.61142	1.49834	4.4106	3.51799	3.52214
chr1	7825087	8125087	Hub	6.81656	18.756	4.72467	6.78496	11.3934	10.2456	8.71709	13.1761	3.43184	6.41636
chr1	7810087	8110087	Hub	6.73173	16.8726	4.52093	7.21867	10.4194	9.57622	8.52544	12.0901	3.42967	6.24633
chr1	7905087	8205087	Hub	6.30153	26.1526	3.87482	7.10885	15.188	11.7167	9.00166	16.7195	3.6892	6.41562
chr1	7510087	7810087	Hub	8.61007	2.18005	9.61393	3.76491	3.07509	2.96458	4.20464	3.52848	3.34082	3.73095
chr1	7930087	8230087	Hub	6.23488	28.3399	3.16814	7.22742	16.0933	12.1846	9.05857	17.4983	3.75259	6.45067
chr1	7485087	7785087	Hub	8.80397	2.25949	10.1505	3.06382	3.52136	3.05845	4.16051	3.60595	3.28447	3.72573
chr1	7850087	8150087	Hub	6.92563	18.9287	4.67267	6.78973	11.635	10.361	8.71825	13.4207	3.54887	6.35521
chr1	7400087	7700087	Hub	9.21599	5.2843	9.40407	2.20993	6.00768	2.62834	1.51344	4.41739	3.44593	3.56017
chr1	7955087	8255087	Hub	5.85921	27.6999	3.3211	6.46982	16.2348	11.736	6.75763	16.4409	3.76885	6.22471
chr1	8780087	9080087	Hub	10.0219	8.2938	8.66741	7.63964	8.18221	7.17024	7.1084	8.72605	4.19254	8.35977
chr1	9090087	9390087	Hub	13.0575	10.6998	3.86075	9.9005	16.0864	11.6244	11.3026	10.9144	2.84506	13.8738
chr1	8775087	9075087	Hub	10.0582	8.30619	8.45632	7.70172	8.22936	7.19409	7.11305	8.75459	4.04246	8.4321
chr1	8435087	8735087	Hub	4.52014	13.3879	1.86185	7.18763	12.6759	12.2946	5.04093	9.44914	2.14016	11.7961
chr1	8390087	8690087	Hub	4.89581	18.1416	1.77191	8.85801	14.0319	15.4138	8.9401	13.119	2.05672	12.6798
chr1	9080087	9380087	Hub	14.1482	10.5314	3.85708	10.0907	15.4221	11.4836	11.2805	10.8247	2.83693	13.8976
chr1	8820087	9120087	Hub	12.8515	7.53213	8.73287	8.06699	8.06596	6.36081	5.75525	8.03694	4.26515	8.24567
chr1	8535087	8835087	Hub	5.69562	8.23039	2.62176	5.51566	10.0064	10.3995	6.10254	7.95946	2.36772	11.5478
chr1	8520087	8820087	Hub	4.28383	8.43958	2.27301	5.78226	10.2437	10.5388	6.0735	7.92005	2.24094	11.6157
chr1	8515087	8815087	Hub	4.25959	8.44249	2.19775	5.87218	10.211	10.4918	6.05724	7.88607	2.22414	11.6224
chr1	8680087	8980087	Hub	8.03445	9.74206	5.14807	8.18715	8.55187	9.08917	9.29668	9.73865	3.408	9.50373
chr1	8430087	8730087	Hub	4.59891	14.0111	1.86246	7.36748	12.9979	12.7247	5.18147	9.82021	2.17809	11.8521
chr1	8970087	9270087	Hub	16.8384	8.07806	7.05336	7.70888	11.3837	8.66445	8.02948	8.72469	3.70546	8.17184
chr1	8815087	9115087	Hub	12.8575	7.5591	8.69372	8.05346	8.07935	6.4062	5.76803	8.03014	4.24781	8.24343
chr1	9120087	9420087	Hub	11.3609	11.9061	4.07061	9.62277	16.4523	12.0915	11.7358	11.3126	2.86456	13.6038
chr1	8960087	9260087	Hub	16.7718	7.92281	7.10353	7.69217	10.7275	8.53827	8.02135	8.56159	3.70871	8.17258
chr1	8810087	9110087	Hub	12.7667	7.4279	8.74022	8.06062	7.87042	5.82452	4.8667	7.75694	4.2619	8.16662
chr1	8525087	8825087	Hub	4.27777	8.21581	2.34765	5.69631	9.99245	10.3772	6.07002	7.85345	2.29295	11.5605
chr1	8745087	9045087	Hub	9.83402	7.91042	7.50735	7.93409	7.50559	6.77398	7.04684	8.38625	3.78023	8.73935
chr1	8735087	9035087	Hub	9.4523	7.81858	7.28892	7.94443	7.37005	6.74552	7.03988	8.29247	3.73417	8.82138
chr1	8495087	8795087	Hub	4.04146	8.67208	2.00624	6.29634	10.3241	10.351	4.53103	7.46607	2.17971	11.7246
chr1	8755087	9055087	Hub	9.99762	8.23476	7.70191	7.92056	7.95238	7.0379	7.09911	8.67304	3.84524	8.65583
chr1	9115087	9415087	Hub	11.3549	11.8922	4.11222	9.65619	16.4903	12.1076	11.7358	11.3615	2.90086	13.6493
chr1	8965087	9265087	Hub	16.8566	8.17864	7.02582	7.71206	11.4973	8.77371	8.06432	8.75731	3.66374	8.19719
chr1	9025087	9325087	Hub	14.4753	10.6612	5.13216	8.93997	15.024	11.6367	11.2561	10.8464	3.21349	12.3726
chr1	8395087	8695087	Hub	4.32018	16.7224	1.7921	8.4625	13.4367	14.8129	8.87621	12.5264	2.05672	12.4487
chr1	8765087	9065087	Hub	9.99762	8.25298	8.05617	7.82984	8.01185	7.08945	7.10957	8.68392	3.87829	8.56783
chr1	9125087	9425087	Hub	10.9792	12.4163	4.06755	9.54876	16.9436	12.4515	11.7811	11.4879	2.8651	13.6016
chr1	9095087	9395087	Hub	11.4033	10.7501	3.88094	9.78511	16.1201	11.6213	11.2887	10.898	2.88461	13.8581
chr1	8950087	9250087	Hub	16.4991	7.76246	7.29259	7.50038	10.1757	8.30667	8.00857	8.42567	3.78673	8.08011
chr1	8835087	9135087	Hub	12.3546	7.7282	8.48324	8.56277	8.46883	6.42236	5.76454	8.14024	4.17521	8.46939
chr1	8585087	8885087	Hub	6.49542	11.1743	2.94298	9.2002	10.7409	11.8383	9.64513	10.6194	2.62671	13.6105
chr1	8750087	9050087	Hub	9.87644	8.05255	7.5722	7.93807	7.75363	6.85093	7.05498	8.55071	3.80406	8.68043
chr1	9690087	9990087	Hub	9.46442	5.52045	3.46672	10.3087	7.42308	5.96994	7.88545	7.00531	2.78329	8.10771
chr1	9485087	9785087	Hub	9.96733	4.34552	4.58395	9.9013	6.98646	5.26361	5.48694	5.55504	2.84181	7.96229
chr1	9700087	10000087	Hub	9.52501	5.51389	3.54014	9.91085	7.48362	6.06766	7.90984	7.01618	2.80876	8.02791
chr1	9785087	10085087	Hub	8.46465	6.95706	3.66679	7.62691	7.91703	7.73807	10.4106	8.07092	2.74699	7.58867
chr1	9570087	9870087	Hub	13.4271	4.67715	4.20644	9.85037	8.06917	5.99995	6.71233	6.25911	2.68414	8.40376
chr1	9695087	9995087	Hub	9.47048	5.51462	3.49242	10.1193	7.38397	5.98148	7.89707	6.96861	2.7925	8.05476
chr1	9460087	9760087	Hub	12.5485	4.24493	5.4748	9.65062	6.54234	5.24361	5.51714	5.52378	2.92145	6.99506
chr1	9575087	9875087	Hub	12.4698	5.00879	4.20093	9.84161	8.34829	5.79066	5.73667	6.08513	2.69985	8.38512
chr1	10765087	11065087	Hub	8.19805	3.01679	12.7998	6.19766	3.53046	4.32261	5.77848	5.15952	3.5337	5.09938
chr1	10700087	11000087	Hub	6.6469	2.11518	15.7667	2.90227	3.32689	3.42854	3.63202	3.92672	3.73634	4.48564
