chrom	start	end	group	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1
chr2	23390000	23490000	Boundary	8.87062	4.8171	7.98459	2.80518	5.81803	6.04303	8.25481	4.93389	2.89978	4.98454
chr2	25270000	25370000	Boundary	10.034	2.63049	4.11711	13.3479	6.43841	3.40007	1.6656	4.44458	1.97003	4.76529
chr2	27090000	27190000	Boundary	19.6499	25.5046	4.82012	15.8809	11.6939	20.8575	36.887	26.064	1.94402	8.39854
chr2	27710000	27810000	Boundary	12.1789	8.09482	1.96402	10.9462	7.95721	7.35874	10.7602	8.90139	1.7506	4.48116
chr2	30750000	30850000	Boundary	16.0871	2.80104	8.25992	1.97915	4.30085	1.89278	0.836283	3.92265	3.5467	3.04039
chr2	33630000	33730000	Boundary	2.78116	3.82656	3.24156	4.25671	4.13852	5.57215	9.00746	5.42728	2.00091	3.63325
chr2	37050000	37150000	Boundary	1.52691	2.0248	1.36013	9.81933	2.42686	1.38496	0.602821	2.18559	1.5783	3.31109
chr2	38350000	38450000	Boundary	2.5812	2.36154	3.75918	5.69392	3.46189	2.02896	0.738717	2.49957	2.43816	5.40066
chr2	42390000	42490000	Boundary	4.50802	7.38199	6.52717	7.86167	5.8775	6.30387	7.40807	7.19288	2.68035	5.9376
chr2	43810000	43910000	Boundary	1.4542	3.10498	2.98091	5.68199	3.82029	3.82941	3.77721	3.53935	1.70346	2.86365
chr2	46590000	46690000	Boundary	5.41689	6.40457	2.15859	8.38212	7.3963	7.1233	7.51609	6.51599	2.49017	9.7543
chr2	47830000	47930000	Boundary	6.81656	4.93299	3.46182	12.0802	4.61585	5.48674	8.65553	5.74533	3.14847	8.23299
chr2	50510000	50610000	Boundary	4.32624	0.325804	2.48899	0.623108	0.797167	0.830975	0.383296	0.693191	1.93427	1.52131
chr2	55690000	55790000	Boundary	2.16312	7.40167	2.56792	8.29379	3.1517	7.49493	20.8931	10.5854	1.89201	4.32679
chr2	61930000	62030000	Boundary	3.54461	6.7107	1.84839	8.96226	3.95208	9.08302	21.2904	10.1654	2.38614	6.12776
chr2	63610000	63710000	Boundary	1.52691	2.66985	2.00808	3.54766	1.85148	3.77401	10.5999	4.38749	2.47392	3.35584
chr2	69430000	69530000	Boundary	3.69003	8.38564	1.73825	15.0167	5.2957	7.73038	13.2969	9.78623	2.74536	8.67372
chr2	70310000	70410000	Boundary	8.59796	10.8412	4.0492	10.4854	5.05623	10.9181	26.2314	14.4551	2.69823	7.91307
chr2	74570000	74670000	Boundary	10.3612	18.7917	9.66227	10.4568	12.4943	20.8367	32.7579	19.9965	3.30939	5.2284
chr2	75750000	75850000	Boundary	5.59867	2.33311	2.9185	3.63599	1.88524	2.98228	4.33125	3.31101	1.78148	2.45424
chr2	85670000	85770000	Boundary	12.4879	17.3726	3.25991	15.7305	12.2227	14.392	23.7992	15.5764	2.25286	7.8728
chr2	95770000	95870000	Boundary	0.43626	0.662542	9.62739	2.90068	2.14239	1.06642	0.505254	1.59434	5.61751	3.17239
chr2	100510000	100610000	Boundary	7.28918	4.24858	7.62115	4.11825	3.0167	3.43239	6.44286	5.64339	3.1761	3.8883
chr2	109950000	110050000	Boundary	0	10.2202	2.92034	5.50054	8.65312	7.9612	2.92699	6.42629	3.13872	4.29995
chr2	113950000	114050000	Boundary	0.127242	7.85648	10.4938	5.11379	7.27736	8.70446	8.02483	7.40491	3.52232	3.78315
chr2	118190000	118290000	Boundary	8.1617	1.27261	1.663	0.926307	0.814846	2.14899	5.32782	2.85024	4.28628	1.81215
chr2	120630000	120730000	Boundary	5.88951	4.22234	4.47688	4.53604	6.88682	7.65651	11.6522	6.48337	3.21349	4.46326
chr2	122210000	122310000	Boundary	4.90792	3.12904	6.76763	3.62406	2.44775	4.9443	12.1575	6.78919	2.72748	3.68918
chr2	129190000	129290000	Boundary	10.0522	1.68369	7.63033	1.62104	2.94116	1.7889	0.714325	2.35685	3.29801	2.66901
chr2	132490000	132590000	Boundary	0.0908875	0.249273	2.51652	1.01703	0.576982	1.05257	0.773562	0.697269	9.33326	2.02693
chr2	134910000	135010000	Boundary	11.2155	1.17202	8.99964	6.6059	3.14367	1.16798	0.512223	2.34462	2.6836	3.9487
chr2	143450000	143550000	Boundary	4.16265	0.715021	2.97541	1.26054	1.61683	1.29955	0.473894	1.419	2.0578	1.68911
chr2	148350000	148450000	Boundary	2.25401	0.99928	0.691998	3.80788	1.80005	1.36649	0.470409	1.22328	0.994768	3.17239
chr2	157890000	157990000	Boundary	5.88951	0.561958	3.44897	0.96928	1.08646	1.14259	0.637666	1.14988	2.82176	1.81439
chr2	165190000	165290000	Boundary	2.41761	0.542279	2.10536	0.871397	1.31468	0.951005	0.320575	1.02348	1.58643	1.61751
chr2	166550000	166650000	Boundary	1.49055	0.404522	2.42107	0.522838	0.980387	1.04795	0.278761	0.958235	0.843602	1.37589
chr2	171430000	171530000	Boundary	13.5786	3.64507	3.72063	6.79212	3.23688	5.18205	8.65204	5.25194	2.96155	9.06076
chr2	172670000	172770000	Boundary	13.106	2.90381	7.56792	2.28234	4.88265	7.78347	9.03882	4.76263	4.05384	3.21937
chr2	173750000	173850000	Boundary	4.87157	3.89872	1.47577	8.58027	5.32784	3.19233	0.721294	3.17645	1.67583	3.88159
chr2	176630000	176730000	Boundary	22.5401	0.356417	32.6836	2.45662	3.50046	4.68347	3.5333	1.61065	6.79595	4.22836
chr2	178510000	178610000	Boundary	3.98087	2.3681	2.5257	1.10297	2.8383	2.43983	0.60979	1.81861	2.1537	1.84124
chr2	182670000	182770000	Boundary	2.41761	1.11954	3.12592	1.28919	2.189	1.41266	0.411172	1.37823	1.74735	1.82781
chr2	186990000	187090000	Boundary	2.1813	4.51972	1.3895	4.12541	2.4799	4.61884	10.0877	5.58223	1.58318	4.85254
chr2	191550000	191650000	Boundary	6.56208	14.2654	2.32563	12.4478	8.57919	11.5229	12.5686	11.56	1.92777	5.80336
chr2	196590000	196690000	Boundary	3.67185	2.45993	3.05617	1.29635	3.04241	4.32569	4.89922	3.17645	2.44953	2.06943
chr2	200490000	200590000	Boundary	7.48913	4.7843	2.27423	6.17617	4.36513	5.8376	10.3525	6.45483	1.86925	4.03372
chr2	201390000	201490000	Boundary	6.83474	9.81349	2.25588	13.5269	4.60782	10.4195	24.4578	13.5498	2.53568	7.95781
chr2	206670000	206770000	Boundary	1.8541	6.45486	2.57342	11.2494	3.43778	4.53112	12.2515	7.99616	2.66409	4.92637
chr2	210950000	211050000	Boundary	2.03588	1.19389	1.17107	3.85325	0.970744	1.58116	3.38346	1.98171	2.2171	1.92178
chr2	216610000	216710000	Boundary	6.88927	6.78942	2.72944	8.88825	5.44356	7.97505	10.9867	9.05634	1.83674	5.06732
chr2	223130000	223230000	Boundary	6.14399	4.18954	1.09582	7.18604	3.23528	4.12487	7.65547	5.74125	1.46289	4.10307
chr2	225290000	225390000	Boundary	1.94499	1.42567	2.30543	5.78942	2.37864	1.69196	0.581914	1.67181	2.90953	2.57057
chr2	227750000	227850000	Boundary	4.05358	0.74782	4.80727	1.22712	1.34683	1.2557	0.561006	1.45978	1.88388	2.13655
chr2	231570000	231670000	Boundary	9.79767	3.67131	9.73752	7.22185	2.48954	4.23336	7.89939	5.27233	2.9648	4.68028
chr2	233890000	233990000	Boundary	5.8168	5.14946	5.62592	5.57455	7.53291	5.61601	4.51941	5.20301	3.20861	5.55279
chr2	236290000	236390000	Boundary	14.6329	2.14725	1.62078	9.09595	4.4696	1.66887	0.522677	3.26208	1.54742	5.9018
chr2	237590000	237690000	Boundary	15.9053	6.09407	4.91924	4.22329	5.49017	5.93224	7.95166	7.21326	2.47229	3.68695
chr2	240710000	240810000	Boundary	12.1607	1.72961	13.1424	4.07766	3.35582	3.16232	4.73894	4.11837	4.20013	4.42523
chr2	8810000	8910000	Boundary	2.05406	3.20338	1.42805	10.1273	4.92926	4.18027	5.51598	4.12652	1.79936	5.65347
chr2	17710000	17810000	Boundary	2.38125	4.0977	0.833334	6.51757	2.87848	3.8825	7.63457	4.79933	1.2077	2.94195
chr2	30150000	30250000	Boundary	14.851	3.17058	8.68026	3.94158	5.13337	4.84966	6.89933	4.85234	2.5942	4.33574
chr2	45630000	45730000	Boundary	8.83426	3.01096	6.23899	3.74581	4.15459	5.39441	6.34181	4.53836	1.99604	4.02924
chr2	63970000	64070000	Boundary	1.09065	1.22013	0.956315	7.75185	2.02024	1.29955	0.452987	1.40677	2.21547	4.05833
chr2	84430000	84530000	Boundary	1.25425	1.04738	4.03818	3.68135	2.76598	2.55756	0.620243	1.81861	2.14883	3.19476
chr2	85870000	85970000	Boundary	17.1232	7.66843	5.57269	6.66559	11.3114	7.55495	5.24071	7.68626	2.8949	5.03376
chr2	98450000	98550000	Boundary	3.10835	2.78574	1.85756	7.96672	7.68881	3.27773	0.7875	3.42518	1.82049	8.00256
chr2	101870000	101970000	Boundary	3.92634	7.71872	7.63767	4.74135	6.33876	3.35391	0.790984	4.00827	4.78366	3.69366
chr2	108150000	108250000	Boundary	2.96293	0.299565	4.9945	0.761577	1.09932	1.08027	0.432079	1.03979	2.6072	2.23275
chr2	138290000	138390000	Boundary	3.67185	0.293005	2.89464	0.541937	0.613947	0.604765	0.275276	0.852217	1.62381	1.55263
chr2	153250000	153350000	Boundary	3.18106	8.7683	1.33444	5.92789	4.21727	6.37542	15.8789	8.48955	2.2431	5.83916
chr2	180490000	180590000	Boundary	1.67233	2.98035	1.08847	4.96816	2.30953	3.15078	5.86443	3.49042	1.30685	3.35584
chr2	190190000	190290000	Boundary	11.2882	5.10791	2.07232	3.73149	4.38603	6.39851	9.70785	7.17657	2.18134	3.28648
chr2	195830000	195930000	Boundary	2.09041	0.940241	2.62115	0.931082	1.80488	1.4796	0.491316	1.40269	2.09031	1.62423
chr2	204490000	204590000	Boundary	0.963407	0.384843	7.23018	0.96928	0.965922	0.881757	0.369358	1.08872	2.23985	2.30211
chr2	218770000	218870000	Boundary	12.3062	19.9725	3.34618	20.2618	11.7438	16.017	25.1024	19.389	2.44628	11.2286
chr2	232150000	232250000	Boundary	19.868	16.2574	5.68282	3.4259	12.7965	9.82166	6.69375	13.6029	3.42155	3.86816
chr2	235670000	235770000	Boundary	10.852	2.35935	11.6263	1.98869	4.44228	2.86225	0.850221	3.02965	3.70925	3.43862
chr2	238830000	238930000	Boundary	12.0699	4.57657	5.45155	9.67847	5.87589	6.03611	9.46393	6.37736	2.0383	5.75191
chr20	31390000	31490000	Boundary	2.45396	4.29668	2.6964	12.2425	6.49627	5.21437	6.68678	6.11231	2.6901	6.31345
chr20	57670000	57770000	Boundary	2.65391	0.369537	1.54919	1.07194	0.538409	0.563216	0.212555	0.709501	9.49418	1.78754
chr20	2550000	2650000	Boundary	6.27124	5.24786	9.53194	7.24095	3.39278	7.59188	16.8894	9.61904	3.29314	5.55727
chr20	4010000	4110000	Boundary	22.8491	13.4389	3.35536	6.67514	13.5004	10.5026	9.16427	11.3643	2.93066	8.45448
chr20	5970000	6070000	Boundary	5.92586	1.5022	6.12886	3.06779	2.72258	3.14386	2.34856	3.13159	2.58119	3.48336
chr20	8630000	8730000	Boundary	10.143	2.01824	1.94567	4.35698	4.89229	2.84147	0.770077	2.66267	1.83674	3.10079
chr20	13830000	13930000	Boundary	0.854342	0.572891	1.25734	1.31784	0.890384	0.851749	0.714325	0.868527	5.5915	1.72938
chr20	18310000	18410000	Boundary	1.74504	2.51897	1.85206	3.89144	2.03792	3.57781	7.79485	4.677	1.42063	3.00907
chr20	24850000	24950000	Boundary	6.74385	2.82291	5.65713	6.39581	2.78687	3.99791	7.09447	5.24379	2.95992	4.31113
chr20	32550000	32650000	Boundary	13.2877	16.3821	1.9677	14.7445	10.0433	10.7565	14.6628	12.7669	1.85625	7.71172
chr20	39710000	39810000	Boundary	8.85244	1.44316	5.42218	1.31784	1.46897	3.50856	5.97594	2.87878	2.64946	2.71599
chr20	45190000	45290000	Boundary	11.3428	4.79523	3.14244	9.68086	6.90771	2.81608	0.804922	4.58322	3.07208	4.54157
chr20	47250000	47350000	Boundary	8.17987	10.6597	2.07599	27.4168	6.11858	11.9637	19.6387	13.2114	4.92345	15.8127
chr20	48950000	49050000	Boundary	17.2868	12.7086	2.57893	9.47793	10.7296	13.0325	18.8373	12.5671	2.08544	18.1461
chr20	49590000	49690000	Boundary	15.8871	4.93517	4.442	8.03118	7.11665	7.78116	4.57168	6.18571	2.65922	5.35144
chr20	51550000	51650000	Boundary	4.14447	10.9002	3.86197	9.86946	6.08965	10.5488	11.2306	11.4254	2.97943	7.08977
chr20	52690000	52790000	Boundary	8.41618	0.548838	1.90896	0.802163	0.932171	0.828667	0.372843	1.02348	3.47031	1.82334
chr20	55310000	55410000	Boundary	7.63455	3.35863	3.88767	9.57104	3.47636	4.17565	7.99347	5.61485	1.73922	4.73397
chr20	59950000	60050000	Boundary	8.79791	1.80614	3.37922	10.5523	4.51621	2.45368	0.961725	3.4211	3.56946	8.42315
chr20	60870000	60970000	Boundary	17.305	7.52412	6.0793	8.65428	10.2282	9.5539	14.29	10.2674	2.04317	6.29779
chr20	16670000	16770000	Boundary	12.797	0.983973	5.5525	1.19131	1.99292	1.54654	0.57146	1.52094	2.38614	2.05154
chr20	19950000	20050000	Boundary	2.41761	3.00221	6.13987	6.23825	2.95241	4.18027	8.16421	4.12652	1.80424	3.87487
chr20	30830000	30930000	Boundary	10.3793	5.53212	2.25037	13.0375	6.39341	5.3898	5.76338	6.38551	1.9359	12.0519
chr20	32790000	32890000	Boundary	3.03564	6.87469	2.44126	11.5669	7.31433	6.32695	7.81924	6.28357	2.09844	10.6917
chr20	33950000	34050000	Boundary	16.6869	8.4731	5.9398	10.7934	5.67017	6.53008	11.6801	8.53848	2.6901	6.85933
chr20	35550000	35650000	Boundary	10.3248	6.80254	9.6898	6.23586	6.41912	7.03559	9.59635	7.72704	2.97455	9.80576
chr20	39070000	39170000	Boundary	4.99881	12.8288	1.56938	12.6555	11.4191	12.3354	9.8995	9.84331	1.78148	16.5957
chr20	44710000	44810000	Boundary	8.36165	10.5722	3.33701	8.53253	7.74988	11.3959	14.4468	12.3021	3.9937	5.80784
chr21	36610000	36710000	Boundary	3.25377	7.80181	1.94383	14.2312	6.58145	6.86939	9.01095	7.29889	2.44628	7.67368
chr21	44990000	45090000	Boundary	6.67114	3.93808	5.88657	9.32037	4.36513	5.17513	10.1922	6.03892	4.2684	8.87731
chr21	16110000	16210000	Boundary	1.92681	1.20919	0.989355	4.19225	2.60044	1.81199	0.449502	1.48424	1.5848	2.5124
chr21	27950000	28050000	Boundary	4.21718	2.58457	1.96586	1.67833	3.51332	2.3475	0.644635	2.2753	2.95179	1.78754
chr21	31910000	32010000	Boundary	1.23607	4.30543	2.68172	8.77843	4.80711	5.43365	7.36974	4.99505	2.55844	6.56402
chr21	32950000	33050000	Boundary	0.94523	2.92131	0.978341	7.75424	2.54579	4.45495	8.56493	4.06944	1.56367	3.8704
chr21	34150000	34250000	Boundary	11.2519	7.08023	5.62592	5.87298	7.57952	8.1574	7.50912	7.28666	3.06883	3.98226
chr21	37390000	37490000	Boundary	1.63597	4.41695	1.13253	17.2942	5.56088	3.1831	0.811891	2.99703	3.01356	6.7251
chr21	39710000	39810000	Boundary	2.92658	2.42932	4.12262	2.00541	2.41561	3.55473	5.5578	3.9308	2.01067	2.5482
chr21	42070000	42170000	Boundary	12.0517	1.92421	4.20154	10.2586	3.25135	1.43574	0.644635	3.23353	2.14883	4.60868
chr21	43090000	43190000	Boundary	6.16217	5.32876	4.93025	11.543	2.84473	6.22077	14.9451	8.27344	2.91278	6.35819
chr21	21110000	21210000	Boundary	0.94523	0.236154	0.56351	0.64937	0.298938	0.415487	0.250885	0.42407	5.02748	1.05597
chr21	34630000	34730000	Boundary	19.8862	5.57366	9.43283	4.62676	7.58112	6.04765	4.31731	6.19387	3.74013	4.31785
chr21	38670000	38770000	Boundary	1.32696	0.889949	9.49156	1.18176	1.90292	1.47729	0.707356	1.74521	2.63321	2.96432
chr21	45370000	45470000	Boundary	14.5784	9.67355	2.1953	29.5941	14.5451	6.26232	1.57151	7.71481	3.05095	18.0634
chr22	41850000	41950000	Boundary	9.1251	5.34188	5.91777	9.29888	6.54448	7.74422	11.4362	7.63326	2.23173	5.83245
chr22	17130000	17230000	Boundary	0.0181775	3.11154	14.2493	2.70014	4.76211	2.54832	1.1255	4.1306	4.85518	4.70041
chr22	18350000	18450000	Boundary	7.92539	7.53942	5.08077	10.2491	8.19186	10.2718	16.3668	11.1155	2.47554	7.45444
chr22	25510000	25610000	Boundary	3.59914	1.62028	9.39061	2.55689	3.44743	1.82122	0.543584	2.5485	4.0067	3.62654
chr22	27970000	28070000	Boundary	11.3246	10.9768	4.79626	19.2638	7.19058	10.9527	19.339	12.873	2.2431	14.0811
chr22	30050000	30150000	Boundary	5.68956	7.14802	4.35757	13.6081	6.29858	8.96991	12.8509	10.826	2.68685	6.93092
chr22	34150000	34250000	Boundary	7.61637	6.29962	8.47284	4.19942	10.1221	4.33261	1.24746	6.70356	3.62635	5.05389
chr22	37410000	37510000	Boundary	14.1239	11.1189	2.31828	18.1036	8.4924	12.6285	21.7399	12.6772	1.54417	9.8684
chr22	41250000	41350000	Boundary	7.92539	11.3485	5.22761	15.592	8.48919	11.1027	14.2482	12.3388	2.77137	9.17262
chr22	45410000	45510000	Boundary	4.28989	7.72091	3.43796	21.2191	9.32171	4.61422	1.36941	5.15	2.27074	9.51939
chr22	34870000	34970000	Boundary	11.779	7.66625	10.0514	4.64108	7.60684	9.22382	6.93069	8.59557	3.28176	4.51472
chr22	40250000	40350000	Boundary	21.9221	27.1926	1.84839	17.4757	14.3153	18.9624	29.256	23.3646	2.28862	9.6581
chr3	125810000	125910000	Boundary	5.74409	1.80832	8.51506	3.22775	3.39117	2.22747	0.7875	2.57704	2.36989	3.70708
chr3	48150000	48250000	Boundary	14.7238	5.47089	6.58591	6.88045	5.61392	5.41749	5.6693	6.33658	2.87377	5.69821
chr3	79650000	79750000	Boundary	1.74504	0.190235	0.95815	0.36527	0.345546	0.510126	0.212555	0.517854	1.66607	1.25956
chr3	122610000	122710000	Boundary	1.58144	2.58894	1.16006	3.69329	2.82223	2.6268	0.804922	1.88793	1.80424	2.53254
chr3	126830000	126930000	Boundary	1.07247	1.3557	7.70191	2.18924	2.13435	1.21876	0.550553	2.00618	3.23462	3.05158
chr3	158310000	158410000	Boundary	8.81609	12.3543	2.20999	6.53667	9.37475	12.2777	15.9591	14.0432	2.78762	6.02485
chr3	4230000	4330000	Boundary	1.99952	2.32874	1.7254	1.16266	1.29218	2.70067	4.9271	2.71976	4.04084	1.91507
chr3	10870000	10970000	Boundary	8.27076	0.369537	6.81902	0.933469	0.810025	0.662472	0.282245	1.25998	2.48854	3.44533
chr3	12910000	13010000	Boundary	7.61637	4.58969	2.7221	13.2548	9.44547	5.69218	5.19192	7.32744	1.26622	9.51492
chr3	15530000	15630000	Boundary	3.38101	3.0197	2.58811	6.77063	2.68722	4.01638	9.13639	5.15816	1.85137	3.3715
chr3	16550000	16650000	Boundary	4.58073	0.872456	8.01212	1.22951	1.59433	1.47036	0.449502	2.08773	2.42678	2.34014
chr3	24730000	24830000	Boundary	2.14494	0.205541	1.01322	0.458379	0.298938	0.431645	0.219524	0.717657	2.22035	1.45867
chr3	30730000	30830000	Boundary	8.5616	2.92349	5.26432	1.30351	3.60011	2.93842	0.770077	2.45063	2.09519	2.43186
chr3	32870000	32970000	Boundary	6.78021	0.962107	9.76873	2.07942	1.92863	1.41727	0.74917	1.96132	3.40529	3.46099
chr3	36810000	36910000	Boundary	5.85315	0.942428	3.70962	6.62739	1.83863	1.08488	0.442533	1.92462	2.07406	2.92405
chr3	39370000	39470000	Boundary	8.94333	4.84334	3.89868	6.48415	3.22242	6.04996	12.3596	8.20004	2.30812	5.00244
chr3	44370000	44470000	Boundary	1.4542	1.30103	2.44126	7.53699	2.06042	1.37803	0.623728	1.81045	3.08671	3.33794
chr3	45690000	45790000	Boundary	6.50754	4.56126	4.1061	10.9963	5.21694	5.6437	7.81228	5.72902	2.30975	6.94659
chr3	47370000	47470000	Boundary	10.1612	9.81349	2.58627	13.5986	8.28025	7.77885	10.5511	9.83108	2.75674	10.3226
chr3	51870000	51970000	Boundary	7.90721	3.79814	4.73018	5.78226	3.37671	3.59397	3.51587	4.42419	2.34388	3.55048
chr3	53270000	53370000	Boundary	3.01746	13.4936	2.14941	11.1825	7.62773	6.32233	9.40121	9.95341	2.0383	5.58188
chr3	61290000	61390000	Boundary	1.01794	0.474494	2.57893	0.950181	0.691092	0.773268	0.358905	0.909303	2.90141	2.0672
chr3	63210000	63310000	Boundary	0.79981	0.275513	2.06314	0.630271	0.573767	0.729411	0.306637	0.693191	2.11957	1.76517
chr3	64430000	64530000	Boundary	13.0878	14.108	5.68282	5.88014	7.59237	5.24668	1.44956	7.14394	3.57109	3.24621
chr3	66190000	66290000	Boundary	0	0	0	0	0	0	0	0	0	0
chr3	69070000	69170000	Boundary	7.81632	6.00661	3.55911	10.5069	4.8055	5.44289	5.8261	5.17039	1.78961	3.88606
chr3	71790000	71890000	Boundary	9.07057	3.85062	9.53011	2.00779	4.68657	5.42211	4.08385	3.85333	2.47229	3.32004
chr3	74150000	74250000	Boundary	1.21789	0.725954	2.66336	0.544325	0.901635	0.844825	0.313606	0.860372	1.14918	1.76293
chr3	75750000	75850000	Boundary	2.81751	4.38633	8.91888	4.23523	3.38475	8.2128	9.40818	7.14394	19.2273	4.87939
chr3	78730000	78830000	Boundary	2.79933	1.04083	1.0793	4.52649	2.0781	1.6204	0.418141	1.47609	1.52141	2.41397
chr3	98890000	98990000	Boundary	4.32624	1.79302	2.1696	1.05523	0.965922	3.05845	7.10144	3.41702	1.17519	1.62423
chr3	101490000	101590000	Boundary	2.39943	4.18298	1.16557	12.0038	4.57085	5.43365	4.76681	4.46497	2.03017	4.58408
chr3	103390000	103490000	Boundary	8.94333	1.20045	4.10243	1.07432	3.00706	2.46061	0.707356	2.16112	2.10332	2.12984
chr3	106630000	106730000	Boundary	2.19948	4.33604	0.899413	3.1609	7.6197	6.67088	1.27185	3.44964	2.00579	6.8034
chr3	109770000	109870000	Boundary	1.8541	3.61228	0.868209	3.70523	1.7213	4.18257	9.16078	5.12554	1.32798	2.29763
chr3	113690000	113790000	Boundary	3.70821	4.64217	2.45228	4.97532	2.53293	4.69732	11.6905	6.43852	1.45964	3.26859
chr3	120130000	120230000	Boundary	0.672567	0.297379	2.8561	0.706667	0.564124	0.722487	0.39375	0.766588	1.4759	1.87927
chr3	124450000	124550000	Boundary	11.3428	1.08674	11.6318	3.26356	2.32721	1.10797	0.512223	1.87569	2.91116	4.80332
chr3	130450000	130550000	Boundary	8.99786	12.0985	3.60683	18.7673	7.76756	13.1017	25.3219	16.1106	2.11469	7.94662
chr3	133550000	133650000	Boundary	4.41713	6.58606	4.55947	2.62613	3.97941	6.14921	11.025	6.85851	2.24473	3.62207
chr3	134950000	135050000	Boundary	4.87157	1.54156	6.96219	4.37847	1.75505	2.85301	5.94109	3.23353	2.44953	3.57956
chr3	137230000	137330000	Boundary	4.9261	2.43807	1.16557	8.79037	3.34135	2.3752	0.801438	2.42617	3.21674	3.78539
chr3	139170000	139270000	Boundary	9.74314	3.14434	2.53855	5.77987	5.00319	2.58756	0.672511	2.55257	2.16996	3.61983
chr3	140550000	140650000	Boundary	3.27195	5.59334	2.00441	9.27739	2.72098	4.22181	9.56499	6.30804	2.16346	6.59087
chr3	144170000	144270000	Boundary	5.92586	5.30252	3.30947	5.83478	3.41207	5.57215	10.8821	6.90337	1.51653	4.94651
chr3	147010000	147110000	Boundary	0.563502	0.233967	1.27753	0.482253	0.369654	0.61169	0.233462	0.640182	2.00254	1.33786
chr3	151750000	151850000	Boundary	1.63597	5.15383	1.63913	7.64442	4.02762	5.63909	8.90641	6.13678	1.76522	5.51252
chr3	153870000	153970000	Boundary	0.672567	0.50292	1.75477	0.53	0.586625	0.637081	0.233462	0.815519	1.70346	1.4363
chr3	158690000	158790000	Boundary	5.8168	4.20922	3.5224	1.89797	5.71035	6.70089	3.15348	4.53836	2.17646	2.68691
chr3	162650000	162750000	Boundary	0.65439	0.198981	0.770926	0.522838	0.310188	0.463961	0.240431	0.54232	3.21674	1.07163
chr3	172030000	172130000	Boundary	2.43578	5.54305	3.33884	3.85563	3.89905	7.40953	11.1853	6.43444	3.75964	3.76749
chr3	180830000	180930000	Boundary	3.25377	6.60355	1.73091	5.13766	6.8161	7.23872	8.70083	5.79018	2.08544	6.36267
chr3	185990000	186090000	Boundary	6.23488	2.06197	2.67438	5.72018	3.83637	4.2449	5.29297	3.47411	1.34424	4.02477
chr3	187090000	187190000	Boundary	16.3234	6.2865	5.26616	6.92581	5.80518	9.97401	13.384	9.47225	2.68847	16.061
chr3	190390000	190490000	Boundary	6.5439	0.400149	5.48091	0.892883	0.970744	0.870215	0.365874	1.09687	2.13095	2.2417
chr3	194770000	194870000	Boundary	5.68956	2.84915	1.60242	6.10694	2.66794	4.00253	8.06316	4.26924	1.52303	4.41181
chr3	195790000	195890000	Boundary	14.851	9.90314	2.45411	14.606	8.03757	9.84705	19.346	12.0615	2.86727	5.81007
chr3	196810000	196910000	Boundary	0.618035	4.19829	6.15272	15.9645	5.0739	5.57677	9.34895	6.15309	2.74049	6.98462
chr3	8390000	8490000	Boundary	4.39895	5.94757	4.92842	1.49689	5.10766	3.69091	0.888551	3.75546	2.76324	2.67796
chr3	11950000	12050000	Boundary	1.74504	0.430762	6.42071	1.06716	0.721629	0.895606	0.536615	1.0928	2.51293	2.61532
chr3	17310000	17410000	Boundary	1.25425	0.99272	0.813143	2.32054	1.55094	0.99717	0.383296	1.0194	1.0354	2.1634
chr3	27030000	27130000	Boundary	1.50873	0.553212	2.25037	0.845136	0.925742	0.920997	0.271792	0.913381	2.94692	1.6645
chr3	49030000	49130000	Boundary	9.47048	17.2173	1.49596	25.0556	7.42523	17.6236	35.2458	19.5521	2.26261	8.81691
chr3	65670000	65770000	Boundary	6.14399	2.82072	1.78781	2.49243	6.62002	4.19181	1.07323	3.56789	1.67908	7.66026
chr3	100950000	101050000	Boundary	12.088	5.47089	1.97687	4.81059	6.74056	7.63343	7.7844	7.13171	2.03342	4.32008
chr3	114190000	114290000	Boundary	7.87086	6.94248	5.24964	5.06365	4.29281	7.35644	13.377	8.24489	2.799	4.08517
chr3	128730000	128830000	Boundary	14.6329	6.59043	6.21146	10.5188	6.09286	7.19717	12.8753	9.0441	2.13257	8.04283
chr3	130050000	130150000	Boundary	3.45372	4.34042	5.52313	11.2303	3.27385	5.11511	7.59972	7.14802	5.22416	4.68251
chr3	151010000	151110000	Boundary	2.38125	3.42423	1.12518	3.71239	3.14367	5.17282	7.72865	3.80847	2.34226	5.17918
chr3	170010000	170110000	Boundary	2.07223	0.699714	2.54222	1.19369	1.67148	1.74966	0.494801	1.24774	1.28247	1.74056
chr3	172770000	172870000	Boundary	3.7991	1.60934	3.21586	4.64586	2.2565	1.52345	0.487832	1.91647	2.3325	2.54596
chr3	179570000	179670000	Boundary	3.14471	2.62612	3.2489	0.775901	3.1292	2.86686	0.595852	2.21006	1.44176	1.67792
chr3	185490000	185590000	Boundary	20.3406	17.3857	7.31645	21.1284	11.7229	17.7067	30.3954	18.8181	2.19759	12.3115
chr3	192570000	192670000	Boundary	2.70845	4.12613	1.96953	4.5814	4.01637	3.49471	0.885066	2.66267	2.21872	2.42292
chr4	134150000	134250000	Boundary	0.527147	0.177115	0.523128	0.458379	0.210542	0.360089	0.170741	0.33844	4.12861	0.953058
